City,Latitude,Longitude,US_AQI
Agartala,23.8315,91.2868,43.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,43.0
Agartala,23.8315,91.2868,43.0
Agartala,23.8315,91.2868,43.0
Agartala,23.8315,91.2868,42.0
Agartala,23.8315,91.2868,41.0
Agartala,23.8315,91.2868,41.0
Agartala,23.8315,91.2868,40.0
Agartala,23.8315,91.2868,39.0
Agartala,23.8315,91.2868,38.0
Agartala,23.8315,91.2868,37.0
Agartala,23.8315,91.2868,36.0
Agartala,23.8315,91.2868,35.0
Agartala,23.8315,91.2868,34.0
Agartala,23.8315,91.2868,33.0
Agartala,23.8315,91.2868,32.0
Agartala,23.8315,91.2868,31.0
Agartala,23.8315,91.2868,30.0
Agartala,23.8315,91.2868,30.0
Agartala,23.8315,91.2868,29.0
Agartala,23.8315,91.2868,29.0
Agartala,23.8315,91.2868,28.0
Agartala,23.8315,91.2868,27.0
Agartala,23.8315,91.2868,27.0
Agartala,23.8315,91.2868,27.0
Agartala,23.8315,91.2868,26.0
Agartala,23.8315,91.2868,26.0
Agartala,23.8315,91.2868,26.0
Agartala,23.8315,91.2868,25.0
Agartala,23.8315,91.2868,26.0
Agartala,23.8315,91.2868,27.0
Agartala,23.8315,91.2868,28.0
Agartala,23.8315,91.2868,28.0
Agartala,23.8315,91.2868,27.0
Agartala,23.8315,91.2868,27.0
Agartala,23.8315,91.2868,28.0
Agartala,23.8315,91.2868,29.0
Agartala,23.8315,91.2868,30.0
Agartala,23.8315,91.2868,31.0
Agartala,23.8315,91.2868,32.0
Agartala,23.8315,91.2868,33.0
Agartala,23.8315,91.2868,33.0
Agartala,23.8315,91.2868,33.0
Agartala,23.8315,91.2868,33.0
Agartala,23.8315,91.2868,34.0
Agartala,23.8315,91.2868,34.0
Agartala,23.8315,91.2868,35.0
Agartala,23.8315,91.2868,36.0
Agartala,23.8315,91.2868,36.0
Agartala,23.8315,91.2868,37.0
Agartala,23.8315,91.2868,38.0
Agartala,23.8315,91.2868,39.0
Agartala,23.8315,91.2868,39.0
Agartala,23.8315,91.2868,40.0
Agartala,23.8315,91.2868,40.0
Agartala,23.8315,91.2868,41.0
Agartala,23.8315,91.2868,41.0
Agartala,23.8315,91.2868,41.0
Agartala,23.8315,91.2868,42.0
Agartala,23.8315,91.2868,43.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,47.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,49.0
Agartala,23.8315,91.2868,50.0
Agartala,23.8315,91.2868,51.0
Agartala,23.8315,91.2868,52.0
Agartala,23.8315,91.2868,52.0
Agartala,23.8315,91.2868,53.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,56.0
Agartala,23.8315,91.2868,56.0
Agartala,23.8315,91.2868,57.0
Agartala,23.8315,91.2868,58.0
Agartala,23.8315,91.2868,58.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,60.0
Agartala,23.8315,91.2868,61.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,67.0
Agartala,23.8315,91.2868,67.0
Agartala,23.8315,91.2868,68.0
Agartala,23.8315,91.2868,68.0
Agartala,23.8315,91.2868,69.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,71.0
Agartala,23.8315,91.2868,72.0
Agartala,23.8315,91.2868,73.0
Agartala,23.8315,91.2868,74.0
Agartala,23.8315,91.2868,76.0
Agartala,23.8315,91.2868,77.0
Agartala,23.8315,91.2868,78.0
Agartala,23.8315,91.2868,81.0
Agartala,23.8315,91.2868,105.0
Agartala,23.8315,91.2868,116.0
Agartala,23.8315,91.2868,116.0
Agartala,23.8315,91.2868,108.0
Agartala,23.8315,91.2868,91.0
Agartala,23.8315,91.2868,95.0
Agartala,23.8315,91.2868,99.0
Agartala,23.8315,91.2868,104.0
Agartala,23.8315,91.2868,110.0
Agartala,23.8315,91.2868,117.0
Agartala,23.8315,91.2868,123.0
Agartala,23.8315,91.2868,129.0
Agartala,23.8315,91.2868,135.0
Agartala,23.8315,91.2868,141.0
Agartala,23.8315,91.2868,147.0
Agartala,23.8315,91.2868,150.0
Agartala,23.8315,91.2868,151.0
Agartala,23.8315,91.2868,151.0
Agartala,23.8315,91.2868,152.0
Agartala,23.8315,91.2868,152.0
Agartala,23.8315,91.2868,152.0
Agartala,23.8315,91.2868,152.0
Agartala,23.8315,91.2868,152.0
Agartala,23.8315,91.2868,151.0
Agartala,23.8315,91.2868,151.0
Agartala,23.8315,91.2868,151.0
Agartala,23.8315,91.2868,150.0
Agartala,23.8315,91.2868,146.0
Agartala,23.8315,91.2868,141.0
Agartala,23.8315,91.2868,136.0
Agartala,23.8315,91.2868,131.0
Agartala,23.8315,91.2868,126.0
Agartala,23.8315,91.2868,120.0
Agartala,23.8315,91.2868,113.0
Agartala,23.8315,91.2868,107.0
Agartala,23.8315,91.2868,101.0
Agartala,23.8315,91.2868,96.0
Agartala,23.8315,91.2868,91.0
Agartala,23.8315,91.2868,87.0
Agartala,23.8315,91.2868,82.0
Agartala,23.8315,91.2868,78.0
Agartala,23.8315,91.2868,76.0
Agartala,23.8315,91.2868,74.0
Agartala,23.8315,91.2868,72.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,69.0
Agartala,23.8315,91.2868,67.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,61.0
Agartala,23.8315,91.2868,60.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,58.0
Agartala,23.8315,91.2868,56.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,52.0
Agartala,23.8315,91.2868,51.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,46.0
Agartala,23.8315,91.2868,42.0
Agartala,23.8315,91.2868,40.0
Agartala,23.8315,91.2868,38.0
Agartala,23.8315,91.2868,37.0
Agartala,23.8315,91.2868,36.0
Agartala,23.8315,91.2868,35.0
Agartala,23.8315,91.2868,34.0
Agartala,23.8315,91.2868,34.0
Agartala,23.8315,91.2868,34.0
Agartala,23.8315,91.2868,33.0
Agartala,23.8315,91.2868,34.0
Agartala,23.8315,91.2868,34.0
Agartala,23.8315,91.2868,35.0
Agartala,23.8315,91.2868,36.0
Agartala,23.8315,91.2868,36.0
Agartala,23.8315,91.2868,37.0
Agartala,23.8315,91.2868,38.0
Agartala,23.8315,91.2868,39.0
Agartala,23.8315,91.2868,40.0
Agartala,23.8315,91.2868,41.0
Agartala,23.8315,91.2868,42.0
Agartala,23.8315,91.2868,42.0
Agartala,23.8315,91.2868,43.0
Agartala,23.8315,91.2868,43.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,46.0
Agartala,23.8315,91.2868,46.0
Agartala,23.8315,91.2868,46.0
Agartala,23.8315,91.2868,47.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,49.0
Agartala,23.8315,91.2868,49.0
Agartala,23.8315,91.2868,50.0
Agartala,23.8315,91.2868,51.0
Agartala,23.8315,91.2868,51.0
Agartala,23.8315,91.2868,51.0
Agartala,23.8315,91.2868,52.0
Agartala,23.8315,91.2868,52.0
Agartala,23.8315,91.2868,52.0
Agartala,23.8315,91.2868,53.0
Agartala,23.8315,91.2868,53.0
Agartala,23.8315,91.2868,53.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,56.0
Agartala,23.8315,91.2868,56.0
Agartala,23.8315,91.2868,57.0
Agartala,23.8315,91.2868,57.0
Agartala,23.8315,91.2868,57.0
Agartala,23.8315,91.2868,57.0
Agartala,23.8315,91.2868,58.0
Agartala,23.8315,91.2868,58.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,58.0
Agartala,23.8315,91.2868,58.0
Agartala,23.8315,91.2868,58.0
Agartala,23.8315,91.2868,57.0
Agartala,23.8315,91.2868,57.0
Agartala,23.8315,91.2868,57.0
Agartala,23.8315,91.2868,56.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,53.0
Agartala,23.8315,91.2868,52.0
Agartala,23.8315,91.2868,52.0
Agartala,23.8315,91.2868,52.0
Agartala,23.8315,91.2868,51.0
Agartala,23.8315,91.2868,51.0
Agartala,23.8315,91.2868,50.0
Agartala,23.8315,91.2868,49.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,49.0
Agartala,23.8315,91.2868,49.0
Agartala,23.8315,91.2868,49.0
Agartala,23.8315,91.2868,49.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,47.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,48.0
Agartala,23.8315,91.2868,47.0
Agartala,23.8315,91.2868,47.0
Agartala,23.8315,91.2868,46.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,44.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,45.0
Agartala,23.8315,91.2868,46.0
Agartala,23.8315,91.2868,47.0
Agartala,23.8315,91.2868,49.0
Agartala,23.8315,91.2868,50.0
Agartala,23.8315,91.2868,52.0
Agartala,23.8315,91.2868,53.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,56.0
Agartala,23.8315,91.2868,57.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,61.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,67.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,73.0
Agartala,23.8315,91.2868,75.0
Agartala,23.8315,91.2868,77.0
Agartala,23.8315,91.2868,79.0
Agartala,23.8315,91.2868,80.0
Agartala,23.8315,91.2868,81.0
Agartala,23.8315,91.2868,82.0
Agartala,23.8315,91.2868,83.0
Agartala,23.8315,91.2868,83.0
Agartala,23.8315,91.2868,84.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,84.0
Agartala,23.8315,91.2868,84.0
Agartala,23.8315,91.2868,84.0
Agartala,23.8315,91.2868,83.0
Agartala,23.8315,91.2868,82.0
Agartala,23.8315,91.2868,81.0
Agartala,23.8315,91.2868,80.0
Agartala,23.8315,91.2868,80.0
Agartala,23.8315,91.2868,79.0
Agartala,23.8315,91.2868,79.0
Agartala,23.8315,91.2868,79.0
Agartala,23.8315,91.2868,78.0
Agartala,23.8315,91.2868,78.0
Agartala,23.8315,91.2868,78.0
Agartala,23.8315,91.2868,77.0
Agartala,23.8315,91.2868,77.0
Agartala,23.8315,91.2868,77.0
Agartala,23.8315,91.2868,77.0
Agartala,23.8315,91.2868,77.0
Agartala,23.8315,91.2868,78.0
Agartala,23.8315,91.2868,78.0
Agartala,23.8315,91.2868,78.0
Agartala,23.8315,91.2868,79.0
Agartala,23.8315,91.2868,80.0
Agartala,23.8315,91.2868,80.0
Agartala,23.8315,91.2868,80.0
Agartala,23.8315,91.2868,81.0
Agartala,23.8315,91.2868,80.0
Agartala,23.8315,91.2868,78.0
Agartala,23.8315,91.2868,76.0
Agartala,23.8315,91.2868,74.0
Agartala,23.8315,91.2868,72.0
Agartala,23.8315,91.2868,71.0
Agartala,23.8315,91.2868,69.0
Agartala,23.8315,91.2868,68.0
Agartala,23.8315,91.2868,67.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,61.0
Agartala,23.8315,91.2868,60.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,58.0
Agartala,23.8315,91.2868,57.0
Agartala,23.8315,91.2868,56.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,54.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,55.0
Agartala,23.8315,91.2868,57.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,67.0
Agartala,23.8315,91.2868,67.0
Agartala,23.8315,91.2868,68.0
Agartala,23.8315,91.2868,69.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,71.0
Agartala,23.8315,91.2868,72.0
Agartala,23.8315,91.2868,73.0
Agartala,23.8315,91.2868,74.0
Agartala,23.8315,91.2868,75.0
Agartala,23.8315,91.2868,75.0
Agartala,23.8315,91.2868,76.0
Agartala,23.8315,91.2868,77.0
Agartala,23.8315,91.2868,78.0
Agartala,23.8315,91.2868,79.0
Agartala,23.8315,91.2868,80.0
Agartala,23.8315,91.2868,82.0
Agartala,23.8315,91.2868,82.0
Agartala,23.8315,91.2868,83.0
Agartala,23.8315,91.2868,83.0
Agartala,23.8315,91.2868,84.0
Agartala,23.8315,91.2868,84.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,86.0
Agartala,23.8315,91.2868,86.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,85.0
Agartala,23.8315,91.2868,84.0
Agartala,23.8315,91.2868,82.0
Agartala,23.8315,91.2868,81.0
Agartala,23.8315,91.2868,80.0
Agartala,23.8315,91.2868,79.0
Agartala,23.8315,91.2868,78.0
Agartala,23.8315,91.2868,77.0
Agartala,23.8315,91.2868,76.0
Agartala,23.8315,91.2868,75.0
Agartala,23.8315,91.2868,75.0
Agartala,23.8315,91.2868,75.0
Agartala,23.8315,91.2868,75.0
Agartala,23.8315,91.2868,75.0
Agartala,23.8315,91.2868,75.0
Agartala,23.8315,91.2868,74.0
Agartala,23.8315,91.2868,74.0
Agartala,23.8315,91.2868,73.0
Agartala,23.8315,91.2868,73.0
Agartala,23.8315,91.2868,73.0
Agartala,23.8315,91.2868,73.0
Agartala,23.8315,91.2868,72.0
Agartala,23.8315,91.2868,71.0
Agartala,23.8315,91.2868,71.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,69.0
Agartala,23.8315,91.2868,68.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,61.0
Agartala,23.8315,91.2868,60.0
Agartala,23.8315,91.2868,60.0
Agartala,23.8315,91.2868,60.0
Agartala,23.8315,91.2868,60.0
Agartala,23.8315,91.2868,60.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,59.0
Agartala,23.8315,91.2868,60.0
Agartala,23.8315,91.2868,61.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,67.0
Agartala,23.8315,91.2868,68.0
Agartala,23.8315,91.2868,69.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,71.0
Agartala,23.8315,91.2868,72.0
Agartala,23.8315,91.2868,72.0
Agartala,23.8315,91.2868,73.0
Agartala,23.8315,91.2868,73.0
Agartala,23.8315,91.2868,73.0
Agartala,23.8315,91.2868,72.0
Agartala,23.8315,91.2868,71.0
Agartala,23.8315,91.2868,70.0
Agartala,23.8315,91.2868,69.0
Agartala,23.8315,91.2868,67.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,61.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,63.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,66.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,65.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,64.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,62.0
Agartala,23.8315,91.2868,61.0
Agartala,23.8315,91.2868,61.0
Agartala,23.8315,91.2868,61.0
