City,Date,AQI
Dehradun,2025-05-10,83.375
Dehradun,2025-09-24,118.66666666666667
Delhi,2023-12-16,170.66666666666666
Delhi,2024-04-16,138.08333333333334
Delhi,2025-04-02,263.0416666666667
Delhi,2025-11-10,158.54166666666666
Gangtok,2022-09-26,44.583333333333336
Gangtok,2022-10-23,37.833333333333336
Gangtok,2023-09-14,48.875
Gangtok,2024-05-20,81.08333333333333
Gangtok,2024-07-11,37.0
Gangtok,2025-03-21,120.0
Gangtok,2025-08-06,41.125
Gangtok,2025-08-25,35.208333333333336
Gurugram,2023-02-19,261.4583333333333
Gurugram,2024-04-03,128.875
Gurugram,2024-09-19,95.79166666666667
Gurugram,2025-08-19,282.5416666666667
Gurugram,2025-09-20,150.625
Guwahati,2023-01-01,146.875
Guwahati,2024-12-22,92.08333333333333
Guwahati,2025-04-03,153.54166666666666
Hyderabad,2022-08-11,33.5
Hyderabad,2023-02-17,95.20833333333333
Hyderabad,2023-12-09,78.54166666666667
Hyderabad,2024-03-12,100.625
Agartala,2023-01-30,165.54166666666666
Agartala,2023-05-14,110.04166666666667
Agartala,2025-05-21,54.041666666666664
Ahmedabad,2022-10-31,148.91666666666666
Ahmedabad,2023-02-26,107.33333333333333
Ahmedabad,2024-02-01,88.33333333333333
Ahmedabad,2024-11-24,156.33333333333334
Ahmedabad,2025-07-07,65.75
Aizawl,2022-12-09,44.458333333333336
Aizawl,2023-02-10,74.375
Aizawl,2025-09-05,31.833333333333332
Bengaluru,2023-03-19,82.375
Bengaluru,2023-04-01,115.375
Bengaluru,2023-10-11,107.33333333333333
Bengaluru,2023-12-23,118.20833333333333
Bengaluru,2024-07-25,16.958333333333332
Bhopal,2022-10-11,62.875
Bhopal,2022-11-03,150.375
Bhopal,2023-04-08,81.16666666666667
Bhopal,2023-10-03,83.75
Bhopal,2024-05-20,100.375
Bhopal,2024-06-16,77.75
Bhubaneswar,2023-04-30,106.33333333333333
Bhubaneswar,2023-09-09,64.75
Bhubaneswar,2023-09-14,52.791666666666664
Bhubaneswar,2024-01-24,155.25
Bhubaneswar,2024-07-25,36.416666666666664
Bhubaneswar,2024-08-18,82.70833333333333
Bhubaneswar,2024-08-25,51.583333333333336
Bhubaneswar,2024-09-25,47.166666666666664
Bhubaneswar,2024-11-17,162.83333333333334
Chandigarh,2022-09-28,120.16666666666667
Chandigarh,2023-07-05,107.0
Chandigarh,2023-07-12,110.95833333333333
Chandigarh,2024-05-04,79.125
Chandigarh,2024-08-27,90.16666666666667
Chennai,2022-12-25,80.29166666666667
Chennai,2025-04-14,62.791666666666664
Dehradun,2022-09-09,109.16666666666667
Dehradun,2022-10-24,80.04166666666667
Dehradun,2023-04-14,78.08333333333333
Dehradun,2023-04-21,64.41666666666667
Dehradun,2023-09-03,105.54166666666667
Dehradun,2024-01-11,109.70833333333333
Dehradun,2024-01-23,151.04166666666666
Dehradun,2024-03-11,95.83333333333333
Dehradun,2024-06-10,111.20833333333333
Dehradun,2024-07-08,62.916666666666664
Dehradun,2025-05-07,117.0
Dehradun,2025-07-19,92.25
Dehradun,2025-08-01,91.79166666666667
Delhi,2022-08-19,92.70833333333333
Delhi,2023-01-01,164.33333333333334
Delhi,2025-07-15,88.375
Gangtok,2022-10-29,73.45833333333333
Gangtok,2023-04-30,90.58333333333333
Gangtok,2023-11-27,34.708333333333336
Gangtok,2025-02-01,127.41666666666667
Gangtok,2025-04-23,96.41666666666667
Gurugram,2024-02-29,129.20833333333334
Gurugram,2025-06-08,519.7916666666666
Guwahati,2022-12-12,97.83333333333333
Guwahati,2023-09-20,43.708333333333336
Hyderabad,2023-05-11,130.75
Hyderabad,2023-06-06,74.08333333333333
Hyderabad,2024-08-16,76.45833333333333
Agartala,2022-10-08,118.45833333333333
Agartala,2023-06-16,65.625
Agartala,2023-11-23,158.95833333333334
Agartala,2025-10-21,127.54166666666667
Ahmedabad,2023-08-06,61.958333333333336
Ahmedabad,2024-04-17,60.708333333333336
Ahmedabad,2025-05-16,70.5
Ahmedabad,2025-06-29,51.0
Ahmedabad,2025-11-23,149.70833333333334
Aizawl,2022-10-28,53.375
Aizawl,2023-11-29,28.25
Aizawl,2023-12-18,28.958333333333332
Aizawl,2025-01-11,65.95833333333333
Aizawl,2025-07-13,49.041666666666664
Bengaluru,2022-08-07,21.458333333333332
Bengaluru,2023-02-19,75.20833333333333
Bengaluru,2024-04-02,79.08333333333333
Bengaluru,2025-05-21,30.416666666666668
Bhopal,2023-09-27,75.625
Bhopal,2024-07-26,27.458333333333332
Bhopal,2024-08-18,67.79166666666667
Bhopal,2024-10-27,93.91666666666667
Bhopal,2025-10-07,65.41666666666667
Bhopal,2025-10-10,108.95833333333333
Bhubaneswar,2022-12-16,71.125
Bhubaneswar,2023-07-13,49.541666666666664
Bhubaneswar,2023-10-10,149.91666666666666
Bhubaneswar,2024-05-02,66.04166666666667
Bhubaneswar,2024-07-13,76.20833333333333
Bhubaneswar,2025-05-04,116.95833333333333
Bhubaneswar,2025-06-14,73.04166666666667
Chandigarh,2023-04-21,75.625
Chandigarh,2023-09-02,115.95833333333333
Chennai,2023-04-03,70.83333333333333
Chennai,2023-07-31,53.0
Chennai,2024-01-21,56.0
Chennai,2024-03-07,68.79166666666667
Chennai,2024-11-26,86.20833333333333
Chennai,2024-12-16,100.45833333333333
Dehradun,2022-12-12,84.25
Dehradun,2024-03-07,75.375
Dehradun,2024-04-20,60.791666666666664
Dehradun,2025-01-22,105.66666666666667
Delhi,2022-09-04,124.16666666666667
Delhi,2023-03-28,139.0
Delhi,2024-06-24,163.625
Delhi,2024-09-28,67.04166666666667
Gangtok,2023-11-05,50.583333333333336
Gangtok,2023-12-22,53.25
Gangtok,2024-06-19,47.0
Gangtok,2024-10-12,68.625
Gurugram,2023-12-01,187.41666666666666
Guwahati,2022-11-28,87.125
Guwahati,2023-01-08,102.91666666666667
Guwahati,2024-11-30,68.04166666666667
Guwahati,2025-01-19,133.04166666666666
Guwahati,2025-04-10,111.08333333333333
Guwahati,2025-05-24,73.41666666666667
Hyderabad,2022-10-03,80.54166666666667
Hyderabad,2022-12-15,14.916666666666666
Hyderabad,2023-03-17,102.95833333333333
Hyderabad,2023-08-19,62.375
Hyderabad,2024-07-13,31.25
Agartala,2022-12-15,15.291666666666666
Agartala,2023-06-14,75.54166666666667
Agartala,2023-08-05,52.458333333333336
Agartala,2024-08-18,35.5
Agartala,2024-12-27,153.625
Agartala,2025-05-20,74.04166666666667
Ahmedabad,2022-09-27,92.875
Ahmedabad,2023-03-27,86.0
Ahmedabad,2023-11-21,155.75
Ahmedabad,2024-05-15,121.41666666666667
Ahmedabad,2024-09-19,71.33333333333333
Ahmedabad,2025-04-09,65.29166666666667
Ahmedabad,2025-05-17,58.625
Ahmedabad,2025-11-06,128.95833333333334
Aizawl,2022-09-25,49.75
Aizawl,2023-07-24,33.291666666666664
Bengaluru,2022-09-11,21.541666666666668
Bengaluru,2023-12-27,62.333333333333336
Bengaluru,2024-08-16,92.58333333333333
Bengaluru,2024-08-19,76.16666666666667
Bengaluru,2024-12-10,105.04166666666667
Bengaluru,2025-05-13,67.91666666666667
Bengaluru,2025-11-18,97.45833333333333
Bhopal,2022-09-06,75.95833333333333
Bhopal,2023-01-12,125.66666666666667
Bhopal,2023-02-05,89.66666666666667
Bhopal,2023-04-10,93.25
Bhopal,2023-11-13,111.33333333333333
Bhopal,2024-01-27,79.375
Bhopal,2025-03-26,87.25
Bhopal,2025-06-29,60.916666666666664
Bhubaneswar,2023-10-09,144.33333333333334
Bhubaneswar,2023-12-04,139.5
Bhubaneswar,2025-04-30,60.083333333333336
Bhubaneswar,2025-08-04,78.54166666666667
Chandigarh,2022-11-03,101.25
Chandigarh,2024-01-27,142.66666666666666
Chandigarh,2024-03-17,86.04166666666667
Chandigarh,2025-01-11,178.29166666666666
Chandigarh,2025-06-02,112.0
Chennai,2022-11-09,73.375
Chennai,2023-04-05,57.541666666666664
Chennai,2023-04-25,59.291666666666664
Chennai,2024-01-16,112.5
Chennai,2024-12-08,64.66666666666667
Chennai,2025-05-01,57.375
Chennai,2025-05-04,56.666666666666664
Dehradun,2023-08-17,115.375
Dehradun,2024-01-03,77.91666666666667
Dehradun,2024-11-30,110.25
Dehradun,2025-02-27,68.66666666666667
Dehradun,2025-09-05,63.625
Delhi,2022-10-07,78.125
Delhi,2023-02-23,136.66666666666666
Delhi,2024-07-18,129.29166666666666
Delhi,2025-04-30,246.04166666666666
Delhi,2025-07-19,90.58333333333333
Delhi,2025-11-17,159.5
Gangtok,2022-09-14,29.791666666666668
Gangtok,2022-10-02,47.833333333333336
Gangtok,2022-12-25,75.58333333333333
Gangtok,2024-04-07,78.625
Gangtok,2024-06-12,53.875
Gangtok,2024-12-25,91.41666666666667
Gangtok,2025-01-17,100.75
Gangtok,2025-08-30,32.875
Gangtok,2025-09-06,35.5
Gurugram,2022-12-12,151.875
Gurugram,2023-12-15,166.33333333333334
Gurugram,2024-02-13,184.66666666666666
Gurugram,2025-01-04,211.20833333333334
Gurugram,2025-02-21,151.16666666666666
Gurugram,2025-06-10,1320.0833333333333
Guwahati,2022-10-29,90.125
Guwahati,2023-01-10,112.41666666666667
Guwahati,2023-01-14,152.41666666666666
Guwahati,2023-04-03,92.875
Guwahati,2024-01-01,69.95833333333333
Guwahati,2024-03-23,91.83333333333333
Guwahati,2024-04-13,140.66666666666666
Guwahati,2024-04-19,122.25
Guwahati,2024-08-05,51.583333333333336
Guwahati,2024-11-05,80.04166666666667
Guwahati,2025-05-26,60.5
Guwahati,2025-06-17,63.791666666666664
Hyderabad,2022-10-28,117.5
Hyderabad,2022-12-21,152.16666666666666
Hyderabad,2023-12-18,129.20833333333334
Hyderabad,2024-03-27,68.20833333333333
Agartala,2022-10-01,123.25
Agartala,2022-11-16,150.41666666666666
Agartala,2024-09-24,73.29166666666667
Agartala,2025-01-20,160.58333333333334
Agartala,2025-10-30,156.08333333333334
Ahmedabad,2022-08-28,89.08333333333333
Ahmedabad,2023-04-15,60.375
Ahmedabad,2025-10-20,106.04166666666667
Aizawl,2022-11-14,45.25
Aizawl,2023-07-18,42.75
Aizawl,2023-09-16,48.166666666666664
Aizawl,2023-10-01,25.208333333333332
Aizawl,2024-03-22,90.125
Aizawl,2024-04-29,80.125
Aizawl,2024-10-18,89.83333333333333
Aizawl,2024-11-07,39.125
Bengaluru,2022-08-13,26.958333333333332
Bengaluru,2023-07-12,43.166666666666664
Bengaluru,2024-01-04,89.83333333333333
Bengaluru,2024-09-15,43.333333333333336
Bhopal,2022-10-28,102.20833333333333
Bhopal,2023-02-13,82.20833333333333
Bhopal,2023-04-27,96.91666666666667
Bhopal,2023-06-30,28.041666666666668
Bhopal,2024-05-26,95.5
Bhopal,2024-07-27,31.458333333333332
Bhopal,2024-10-07,79.29166666666667
Bhubaneswar,2022-11-12,157.66666666666666
Bhubaneswar,2025-01-10,168.125
Bhubaneswar,2025-01-12,174.91666666666666
Bhubaneswar,2025-02-18,90.33333333333333
Bhubaneswar,2025-06-22,93.04166666666667
Chandigarh,2024-02-15,103.875
Chandigarh,2024-11-08,167.20833333333334
Chandigarh,2025-10-25,106.45833333333333
Chennai,2022-08-13,76.5
Chennai,2022-10-07,92.54166666666667
Chennai,2022-10-15,55.916666666666664
Chennai,2023-08-22,75.83333333333333
Chennai,2024-06-12,60.916666666666664
Chennai,2024-07-28,51.458333333333336
Chennai,2025-03-31,91.66666666666667
Chennai,2025-07-16,51.0
Dehradun,2023-01-27,98.66666666666667
Dehradun,2023-04-10,73.125
Dehradun,2023-06-30,85.54166666666667
Dehradun,2023-10-06,97.16666666666667
Dehradun,2023-11-06,82.95833333333333
Dehradun,2024-05-29,104.83333333333333
Dehradun,2025-03-16,71.58333333333333
Delhi,2022-12-13,121.79166666666667
Delhi,2023-12-15,163.54166666666666
Delhi,2025-05-01,299.4583333333333
Delhi,2025-05-21,425.0
Delhi,2025-09-06,93.79166666666667
Gangtok,2023-10-06,31.25
Gangtok,2024-07-13,38.375
Gangtok,2024-10-15,68.04166666666667
Gangtok,2025-09-29,56.375
Gurugram,2023-02-26,176.5
Gurugram,2023-03-16,166.375
Gurugram,2023-08-16,148.75
Gurugram,2023-12-25,184.95833333333334
Gurugram,2024-01-25,189.0
Gurugram,2024-04-20,171.25
Guwahati,2022-11-17,91.41666666666667
Guwahati,2023-02-23,134.375
Guwahati,2023-07-13,36.666666666666664
Guwahati,2024-09-27,43.458333333333336
Guwahati,2025-03-18,105.625
Guwahati,2025-09-30,61.166666666666664
Hyderabad,2024-03-26,83.66666666666667
Hyderabad,2024-10-04,92.375
Hyderabad,2024-10-17,48.458333333333336
Hyderabad,2024-12-29,86.54166666666667
Agartala,2023-05-26,72.20833333333333
Agartala,2024-01-11,159.25
Agartala,2024-08-27,33.958333333333336
Agartala,2025-02-16,156.875
Agartala,2025-08-26,59.0
Ahmedabad,2023-03-08,94.58333333333333
Ahmedabad,2023-04-08,115.375
Ahmedabad,2023-10-28,110.91666666666667
Ahmedabad,2024-11-28,105.70833333333333
Ahmedabad,2025-05-01,45.458333333333336
Aizawl,2022-11-01,42.291666666666664
Aizawl,2023-03-23,63.5
Aizawl,2024-07-01,20.583333333333332
Aizawl,2025-08-27,26.916666666666668
Aizawl,2025-10-25,39.541666666666664
Bengaluru,2022-08-14,32.416666666666664
Bengaluru,2022-11-04,55.541666666666664
Bengaluru,2023-07-07,20.666666666666668
Bengaluru,2024-01-13,97.95833333333333
Bengaluru,2024-10-02,61.041666666666664
Bengaluru,2024-10-06,64.08333333333333
Bhopal,2022-12-04,159.41666666666666
Bhopal,2024-04-17,57.583333333333336
Bhopal,2024-07-19,67.0
Bhopal,2024-11-17,151.75
Bhopal,2025-09-11,87.375
Bhubaneswar,2022-11-22,163.20833333333334
Bhubaneswar,2023-01-04,171.875
Bhubaneswar,2023-03-27,91.0
Bhubaneswar,2023-06-17,82.875
Bhubaneswar,2024-01-18,108.16666666666667
Bhubaneswar,2024-04-26,87.33333333333333
Bhubaneswar,2025-04-04,104.70833333333333
Bhubaneswar,2025-10-27,63.625
Chandigarh,2022-11-17,153.375
Chandigarh,2023-11-10,122.70833333333333
Chandigarh,2024-01-11,156.25
Chandigarh,2024-11-14,175.58333333333334
Chandigarh,2025-06-18,149.20833333333334
Chennai,2023-06-19,83.125
Chennai,2023-08-13,88.875
Chennai,2023-10-19,107.91666666666667
Chennai,2023-12-08,48.541666666666664
Chennai,2024-06-06,92.41666666666667
Chennai,2025-01-12,72.75
Chennai,2025-06-21,62.541666666666664
Dehradun,2023-01-22,107.5
Dehradun,2023-06-20,96.125
Dehradun,2023-09-21,67.25
Dehradun,2023-09-24,86.54166666666667
Dehradun,2024-06-17,104.375
Dehradun,2024-10-28,94.79166666666667
Dehradun,2024-12-23,115.0
Delhi,2022-09-17,144.29166666666666
Delhi,2022-10-02,177.41666666666666
Delhi,2022-11-06,193.25
Delhi,2023-01-17,156.875
Delhi,2024-11-08,196.625
Delhi,2024-12-22,216.875
Gangtok,2024-10-18,82.16666666666667
Gurugram,2022-08-14,100.41666666666667
Gurugram,2022-08-21,141.70833333333334
Gurugram,2023-01-10,260.125
Gurugram,2023-05-14,167.25
Gurugram,2023-10-31,176.79166666666666
Gurugram,2025-03-14,283.5416666666667
Gurugram,2025-05-21,1388.4166666666667
Gurugram,2025-05-28,412.5
Gurugram,2025-10-28,158.70833333333334
Guwahati,2022-10-06,61.041666666666664
Guwahati,2024-03-06,75.125
Guwahati,2024-12-02,77.375
Hyderabad,2022-12-14,16.375
Hyderabad,2023-02-28,80.45833333333333
Hyderabad,2023-03-24,99.79166666666667
Hyderabad,2023-09-25,41.041666666666664
Hyderabad,2024-04-20,145.375
Hyderabad,2024-07-26,24.833333333333332
Hyderabad,2024-07-28,31.333333333333332
Hyderabad,2024-09-08,42.958333333333336
Agartala,2023-03-17,161.16666666666666
Agartala,2023-06-03,118.54166666666667
Agartala,2023-07-14,29.875
Agartala,2024-07-24,30.875
Agartala,2025-04-14,141.33333333333334
Agartala,2025-06-07,99.04166666666667
Agartala,2025-09-06,62.625
Agartala,2025-11-17,93.04166666666667
Ahmedabad,2022-12-31,106.125
Ahmedabad,2023-03-25,58.875
Ahmedabad,2023-07-02,50.75
Ahmedabad,2023-09-29,99.83333333333333
Ahmedabad,2024-03-13,60.791666666666664
Ahmedabad,2024-09-17,70.16666666666667
Ahmedabad,2025-03-23,94.625
Ahmedabad,2025-10-26,136.20833333333334
Aizawl,2022-09-13,21.083333333333332
Aizawl,2023-02-14,80.5
Aizawl,2023-03-26,82.91666666666667
Aizawl,2023-06-30,51.333333333333336
Aizawl,2023-09-01,47.333333333333336
Aizawl,2023-12-22,35.666666666666664
Aizawl,2024-05-14,64.25
Aizawl,2024-06-11,78.58333333333333
Aizawl,2024-10-28,51.041666666666664
Bengaluru,2022-09-25,53.583333333333336
Bengaluru,2022-10-21,64.20833333333333
Bengaluru,2022-11-18,120.5
Bengaluru,2022-12-23,110.5
Bengaluru,2023-10-31,62.75
Bengaluru,2024-05-23,64.0
Bengaluru,2024-10-27,153.0
Bengaluru,2025-01-10,117.16666666666667
Bhopal,2023-02-17,97.41666666666667
Bhopal,2023-02-22,74.625
Bhopal,2023-07-10,33.666666666666664
Bhopal,2024-04-11,126.66666666666667
Bhopal,2024-06-03,62.791666666666664
Bhopal,2025-06-22,48.041666666666664
Bhubaneswar,2024-02-18,137.0
Bhubaneswar,2025-08-09,70.16666666666667
Bhubaneswar,2025-11-07,151.625
Chandigarh,2024-01-19,159.45833333333334
Chandigarh,2024-01-21,166.75
Chandigarh,2024-12-12,121.83333333333333
Chennai,2023-01-30,111.0
Chennai,2023-03-08,74.95833333333333
Chennai,2024-07-13,63.625
Chennai,2024-08-13,70.875
Chennai,2024-10-28,132.375
Chennai,2025-02-07,126.79166666666667
Chennai,2025-04-21,75.125
Chennai,2025-08-19,48.458333333333336
Chennai,2025-09-12,73.875
Dehradun,2023-06-14,83.33333333333333
Dehradun,2023-11-19,63.833333333333336
Dehradun,2024-04-04,59.208333333333336
Dehradun,2024-08-17,57.583333333333336
Dehradun,2025-05-08,101.66666666666667
Delhi,2022-09-21,165.45833333333334
Delhi,2022-10-24,171.95833333333334
Delhi,2023-06-23,163.58333333333334
Delhi,2023-11-27,184.20833333333334
Delhi,2024-02-19,158.54166666666666
Delhi,2024-10-05,155.875
Delhi,2025-03-04,160.75
Delhi,2025-05-06,159.0
Gangtok,2022-08-21,31.208333333333332
Gangtok,2022-10-21,50.791666666666664
Gangtok,2022-12-23,107.91666666666667
Gangtok,2022-12-28,129.91666666666666
Gangtok,2023-03-18,87.04166666666667
Gangtok,2024-02-24,63.166666666666664
Gangtok,2025-06-24,39.041666666666664
Gangtok,2025-07-30,33.791666666666664
Gangtok,2025-10-10,65.91666666666667
Gangtok,2025-10-17,42.25
Gangtok,2025-11-07,52.25
Gurugram,2022-12-22,185.25
Gurugram,2024-04-13,134.79166666666666
Gurugram,2024-11-25,159.0
Gurugram,2025-05-31,615.25
Gurugram,2025-09-09,120.625
Guwahati,2022-12-31,137.625
Guwahati,2023-01-18,167.16666666666666
Guwahati,2023-11-11,73.70833333333333
Guwahati,2024-02-13,78.20833333333333
Guwahati,2024-03-10,87.45833333333333
Guwahati,2024-07-08,68.54166666666667
Guwahati,2025-08-18,50.5
Guwahati,2025-09-18,68.0
Guwahati,2025-09-21,74.0
Guwahati,2025-09-25,52.416666666666664
Guwahati,2025-10-03,50.041666666666664
Hyderabad,2022-11-23,152.20833333333334
Hyderabad,2024-05-19,48.833333333333336
Hyderabad,2024-08-19,76.41666666666667
Agartala,2022-08-09,31.625
Agartala,2023-04-10,175.45833333333334
Agartala,2023-05-16,67.45833333333333
Agartala,2023-11-25,96.91666666666667
Agartala,2024-02-28,158.83333333333334
Agartala,2024-06-29,29.625
Agartala,2025-07-12,58.583333333333336
Agartala,2025-09-18,69.83333333333333
Ahmedabad,2022-11-01,146.08333333333334
Ahmedabad,2023-12-19,83.70833333333333
Ahmedabad,2024-01-14,72.125
Ahmedabad,2025-03-24,91.33333333333333
Ahmedabad,2025-05-07,72.25
Aizawl,2023-08-05,22.875
Aizawl,2023-09-22,25.75
Aizawl,2023-11-03,36.583333333333336
Aizawl,2023-11-25,24.958333333333332
Aizawl,2024-05-27,27.208333333333332
Aizawl,2024-05-28,35.708333333333336
Bengaluru,2022-08-12,20.791666666666668
Bengaluru,2023-06-09,35.166666666666664
Bengaluru,2023-09-20,41.416666666666664
Bengaluru,2023-10-14,86.41666666666667
Bengaluru,2025-08-04,63.416666666666664
Bhopal,2022-10-20,86.0
Bhopal,2023-03-12,64.83333333333333
Bhopal,2023-06-21,76.625
Bhopal,2023-06-26,59.625
Bhopal,2023-08-04,39.458333333333336
Bhopal,2023-08-18,75.66666666666667
Bhopal,2024-11-19,157.75
Bhopal,2025-01-20,98.08333333333333
Bhopal,2025-02-27,60.625
Bhopal,2025-08-29,85.29166666666667
Bhopal,2025-10-29,113.70833333333333
Bhubaneswar,2022-11-21,156.58333333333334
Bhubaneswar,2022-12-19,180.08333333333334
Bhubaneswar,2023-10-30,149.41666666666666
Bhubaneswar,2024-07-03,66.375
Bhubaneswar,2024-08-10,78.875
Bhubaneswar,2025-01-07,174.75
Bhubaneswar,2025-04-27,96.58333333333333
Bhubaneswar,2025-04-28,87.125
Bhubaneswar,2025-10-22,103.875
Chandigarh,2022-12-21,154.54166666666666
Chandigarh,2023-08-13,134.91666666666666
Chandigarh,2024-07-03,75.29166666666667
Chandigarh,2024-12-26,148.45833333333334
Chandigarh,2025-01-30,168.95833333333334
Chandigarh,2025-06-09,137.125
Chandigarh,2025-09-09,114.91666666666667
Chennai,2022-08-27,77.20833333333333
Chennai,2023-08-19,65.125
Chennai,2024-08-28,61.166666666666664
Chennai,2024-10-18,63.416666666666664
Chennai,2025-06-01,85.29166666666667
Dehradun,2022-11-27,116.375
Dehradun,2022-12-08,113.45833333333333
Dehradun,2023-01-08,150.08333333333334
Dehradun,2023-03-03,57.875
Dehradun,2023-09-17,67.45833333333333
Dehradun,2024-05-17,115.75
Dehradun,2024-07-07,62.916666666666664
Dehradun,2024-07-27,75.75
Dehradun,2025-05-02,121.20833333333333
Delhi,2023-01-10,232.20833333333334
Delhi,2023-02-22,160.70833333333334
Delhi,2023-05-24,98.41666666666667
Delhi,2025-05-19,246.375
Delhi,2025-08-20,122.95833333333333
Delhi,2025-08-29,132.58333333333334
Gangtok,2022-11-29,55.333333333333336
Gangtok,2023-04-15,108.33333333333333
Gangtok,2023-04-22,79.33333333333333
Gangtok,2023-08-17,43.041666666666664
Gangtok,2024-02-17,97.20833333333333
Gangtok,2024-02-22,83.91666666666667
Gangtok,2024-07-14,39.666666666666664
Gurugram,2023-03-04,115.0
Gurugram,2023-07-22,115.16666666666667
Gurugram,2023-12-19,146.25
Gurugram,2024-06-24,162.04166666666666
Gurugram,2025-04-07,420.0416666666667
Gurugram,2025-10-03,120.0
Guwahati,2023-02-11,152.625
Guwahati,2023-06-06,119.5
Guwahati,2024-05-10,101.125
